loss,epoch
3.765347702407415,1
3.0121517043424806,2
2.819764097106883,3
2.719658878602711,4
2.654864436623095,5
2.6089467414401795,6
2.5727036708490107,7
2.5433834196674923,8
2.5190294978805805,9
2.498100772011205,10
2.479853143561954,11
2.4636997311835,12
2.4490204813556833,13
2.4357858524962275,14
2.4238123277698636,15
2.4127587059350017,16
2.40255846144131,17
2.3927415661648372,18
2.383794969094006,19
2.3751638520040768,20
2.367177864216018,21
2.3593580938993766,22
2.3521175680677255,23
2.3452498991903323,24
2.338560972537144,25
2.3320905839742174,26
2.326140761419367,27
2.3202715294412966,28
2.314493515286725,29
2.309088340686161,30
2.303796803252617,31
2.2986571078717026,32
2.2934949562376468,33
2.2888493970272683,34
2.2842620775087092,35
2.2796078626405607,36
2.275396996127957,37
2.271065347097125,38
2.2668621982106236,39
2.262811834593343,40
2.2587340978340515,41
2.254836925228188,42
2.251085762339591,43
2.2472157821064718,44
2.243493626401559,45
2.2402360828609162,46
2.236924886439851,47
2.233278478857252,48
2.229719192921083,49
2.226715626595339,50
2.2234283795094867,51
2.2203971204219863,52
2.2175396776181766,53
2.2142142552622914,54
2.211456345140912,55
2.2085569515643066,56
2.2057344004802935,57
2.2032410069404826,58
2.200467788641452,59
2.1977711769649564,60
2.1952495392160665,61
2.1928514060699937,62
2.1901667150588127,63
2.187703902414704,64
2.1854448913429394,65
2.1830138066928413,66
2.1807279099936507,67
2.1786796440289025,68
2.1761919502134566,69
2.174017394024026,70
2.172026688658,71
2.169988370758996,72
2.167964389084276,73
2.165897799865197,74
2.1638165534838865,75
2.1623072648812958,76
2.1602009774308955,77
2.1582360412641246,78
2.156628228929972,79
2.154759965916643,80
2.152959952967834,81
2.151479225777367,82
2.149808425636165,83
2.147878357197937,84
2.1465502702746058,85
2.1449070685119853,86
2.14332065980372,87
2.1421520075936886,88
2.1406889074717856,89
2.1390706987078674,90
2.137784160374277,91
2.136397948222893,92
2.1350701178653715,93
2.133742117547831,94
2.13230625624328,95
2.131037251166299,96
2.130079658717807,97
2.128642062353464,98
2.127695330517168,99
2.1265117370286992,100
2.125481303661809,101
2.124136721257394,102
2.12355423311971,103
2.122574624477433,104
2.1217571672723605,105
2.120108324445309,106
2.1195547839525744,107
2.1188395087058987,108
2.118446231371707,109
2.116523257182438,110
2.116770155395567,111
2.11524385295141,112
2.1143667215884414,113
2.11351402654799,114
2.112487422554334,115
2.1120152762575075,116
2.111024075489487,117
2.1104065840682815,118
2.1095829559699486,119
2.1089720680315556,120
2.1080619148165813,121
2.107816296708219,122
2.107000718861983,123
2.1065175617659526,124
2.1057286962916217,125
2.105257081229705,126
2.1045249477770334,127
2.1045212992170046,128
2.103515613619533,129
2.103256040071149,130
2.102793515892957,131
2.1020413189412395,132
2.1016485703373764,133
2.1010671944535617,134
2.102165863384763,135
2.101066212833389,136
2.100844812841377,137
2.099654634061266,138
2.099670759918854,139
2.0998922353998304,140
2.098226499082943,141
2.098078132993921,142
2.0986407700825827,143
2.097908821178019,144
2.0978387934758222,145
2.0972077424702853,146
2.096166138186738,147
2.0968608832473556,148
2.095902003927333,149
2.096431486201471,150
